added,channel_count,total_capacity,tor_nodes,clearnet_nodes,unannounced_nodes,clearnet_tor_nodes
1664582400000,81449,493331462011,11370,2292,973,1192
1664668800000,81559,495329525214,11376,2293,985,1197
1664755200000,81587,495955251007,11389,2293,980,1195
1664841600000,81402,497708877486,11331,2296,967,1185
1664928000000,81645,498257610824,11371,2296,978,1191
1665014400000,81691,499898655336,11369,2299,979,1191
1665100800000,81569,496202831180,11392,2306,976,1196
1665187200000,81459,497742461516,11363,2304,978,1199
1665273600000,81427,497454724040,11381,2302,982,1205
1665360000000,81311,497835161463,11379,2302,981,1204
1665446400000,81115,499952478819,11352,2299,976,1206
1665532800000,81235,501071914244,11369,2307,989,1207
1665619200000,80778,499525515066,11365,2305,973,1214
1665705600000,80530,499373802838,11369,2306,977,1218
1665792000000,80138,499759987302,11355,2308,968,1207
1665878400000,80042,500249215377,11356,2307,980,1218
1665964800000,79855,501541680294,11361,2307,977,1214
1666051200000,79053,497486661448,11259,2299,960,1203
1666137600000,79082,499822615363,11317,2304,981,1213
1666224000000,79054,503596853606,11319,2304,995,1222
1666310400000,79224,504707634472,11322,2308,997,1228
1666396800000,79203,507690254335,11310,2306,996,1226
1666483200000,79402,509682429753,11309,2300,1006,1231
1666569600000,79469,512123366340,11306,2306,1007,1230
1666656000000,78051,511336182424,11067,2275,971,1208
1666742400000,78256,515780151035,11071,2277,978,1208
1666828800000,78264,514275943125,11079,2278,984,1212
1666915200000,78285,519313789226,11087,2281,980,1217
1667001600000,75737,509856257471,10774,2274,964,1210
1667088000000,75961,512856086505,10776,2275,969,1214
1667174400000,76190,514543300244,10783,2276,980,1217
1667260800000,75537,513523698232,10714,2273,953,1214
1667347200000,75650,512876216081,10736,2274,962,1217
1667433600000,75620,514792340220,10737,2276,972,1218
1667520000000,75565,513368232588,10731,2278,973,1226
1667606400000,75523,515267568589,10711,2281,978,1224
1667692800000,75600,517932191865,10718,2283,974,1226
1667779200000,75714,520890530098,10721,2288,986,1224
1667865600000,75322,516184712578,10679,2282,968,1222
1667952000000,75490,515420941314,10706,2283,974,1226
1668038400000,75497,513757011771,10708,2263,966,1229
1668124800000,75575,513753912008,10703,2244,976,1228
1668211200000,75428,514096920204,10678,2239,969,1226
1668297600000,75593,515621065707,10701,2241,969,1225
1668384000000,75627,516174823469,10711,2243,973,1228
1668470400000,74780,512068405007,10503,2236,967,1228
1668556800000,75011,510990314814,10552,2236,972,1230
1668643200000,75068,512289834665,10557,2237,969,1234
1668729600000,75290,517784267815,10550,2240,978,1237
1668816000000,74289,512689680559,10417,2241,975,1233
1668902400000,74368,513905314786,10437,2244,977,1231
1668988800000,74222,506614054055,10413,2249,974,1229
1669075200000,73950,507676956300,10360,2234,975,1226
1669161600000,74297,510470640453,10401,2236,983,1232
1669248000000,74323,509262262090,10418,2239,991,1232
1669334400000,74453,512206055077,10428,2241,983,1237
1669420800000,74422,512056227767,10395,2243,971,1239
1669507200000,74651,514139224054,10411,2244,973,1243
1669593600000,74768,516271678002,10423,2244,973,1238
1669680000000,74250,512231131822,10351,2235,967,1223
1669766400000,74384,512684704347,10370,2241,969,1241
1669852800000,74379,510942510807,10382,2243,966,1240
1669939200000,74425,510243012998,10392,2244,966,1245
1670025600000,74098,509122455517,10318,2243,969,1235
1670112000000,74133,508481374026,10353,2249,970,1233
1670198400000,74074,510698199419,10357,2253,964,1235
1670284800000,73431,509469221913,10231,2239,949,1218
1670371200000,73984,510481211613,10339,2255,969,1239
1670457600000,73335,508339386475,10349,2254,967,1244
1670544000000,73468,509869251584,10358,2256,969,1244
1670630400000,72881,509185712189,10242,2246,963,1240
1670716800000,73101,510686181555,10258,2247,964,1245
1670803200000,73186,512168450656,10278,2248,966,1245
1670889600000,72950,513906946647,10213,2250,953,1241
1670976000000,73164,514248042566,10244,2253,961,1248
1671062400000,73292,517607937444,10247,2255,961,1255
1671148800000,73346,517614976380,10264,2256,963,1255
1671235200000,73372,520259334136,10277,2241,955,1253
1671321600000,73478,519329545068,10287,2244,958,1256
1671408000000,73397,518520697222,10248,2244,958,1256
1671494400000,73243,517960648087,10210,2237,959,1259
1671580800000,73417,518024681635,10229,2239,967,1259
1671667200000,73482,516857487774,10240,2240,964,1264
1671753600000,73601,516677520431,10251,2241,965,1263
1671840000000,73807,515829971446,10246,2242,1078,1271
1671926400000,73602,515037948478,10243,2241,1096,1269
1672012800000,73712,513676889885,10387,2243,965,1270
1672099200000,73257,510061476447,10313,2222,945,1264
1672185600000,73740,514009237953,10388,2242,981,1267
1672272000000,73805,516015236829,10420,2247,960,1269
1672358400000,73900,517287872780,10422,2247,987,1272
1672444800000,73632,515303263925,10405,2238,963,1267
1672531200000,73683,517316330215,10414,2238,965,1265
1672617600000,73904,518955305176,10426,2240,978,1273
1672704000000,73587,519268707931,10373,2230,960,1271
1672790400000,73702,518819520722,10407,2231,957,1277
1672876800000,73877,521595549764,10428,2226,965,1277
1672963200000,73935,520678261092,10445,2227,966,1277
1673049600000,73956,521137761696,10459,2227,967,1280
1673136000000,74026,520752944683,10478,2231,972,1283
1673222400000,74122,521830750954,10493,2233,965,1282
1673308800000,73804,522373223645,10385,2238,965,1274
1673395200000,73938,523561290501,10407,2238,974,1275
1673481600000,74009,523963232849,10406,2237,1005,1280
1673568000000,73831,519754347048,10456,2238,976,1279
1673654400000,73609,520118394916,10390,2235,968,1280
1673740800000,73823,520776270148,10417,2235,974,1283
1673827200000,73858,521200156891,10423,2235,971,1288
1673913600000,72942,520690893031,10177,2214,941,1275
1674000000000,73864,524273412338,10384,2236,968,1288
1674086400000,73974,526431656079,10390,2237,980,1295
1674172800000,74037,526649102450,10403,2238,972,1297
1674259200000,73990,526024287411,10402,2242,975,1293
1674345600000,74187,527254060813,10406,2241,981,1293
1674432000000,74308,529061292195,10411,2235,984,1299
1674518400000,73561,524593122300,10255,2229,979,1290
1674604800000,73963,528980919443,10335,2240,992,1293
1674691200000,74060,531249513094,10345,2243,1000,1294
1674777600000,74349,532816746069,10404,2243,1001,1304
1674864000000,73999,532146366510,10329,2241,981,1300
1674950400000,74415,529917155948,10399,2246,992,1305
1675036800000,74574,532104544292,10408,2247,987,1305
1675123200000,73231,529600995091,10123,2222,961,1299
1675209600000,74451,533618795849,10396,2247,992,1311
1675296000000,74571,535111055621,10424,2250,988,1310
1675382400000,74791,535570322455,10468,2254,985,1316
1675468800000,74245,536275606318,10340,2238,981,1316
1675555200000,74469,538188384923,10370,2244,974,1314
1675641600000,74723,538068142263,10413,2248,976,1315
1675728000000,73495,536859186098,10088,2216,945,1295
1675814400000,74405,539026758886,10345,2242,966,1312
1675900800000,74471,539639529808,10375,2245,972,1319
1675987200000,74611,540128312180,10417,2245,977,1324
1676073600000,73716,538120410460,10362,2237,962,1313
1676160000000,73929,538165100636,10416,2236,966,1319
1676246400000,74183,540283198598,10446,2237,979,1319
1676332800000,72522,536116077468,9993,2205,942,1288
1676419200000,74742,543504605208,10549,2253,991,1323
1676505600000,74639,539678573527,10560,2258,989,1324
1676592000000,74746,539633753581,10583,2262,991,1328
1676678400000,74254,537473443547,10465,2244,987,1327
1676764800000,74517,539234369172,10474,2247,1011,1331
1676851200000,74687,540258742096,10511,2248,991,1336
1676937600000,73588,538151663543,10316,2225,978,1333
1677024000000,73873,539125438836,10373,2239,979,1341
1677110400000,74040,539813959531,10386,2242,985,1342
1677196800000,74299,543647322439,10449,2249,980,1344
1677283200000,74080,543276832363,10440,2239,971,1342
1677369600000,74412,546858252724,10504,2238,976,1345
1677456000000,74317,545094716726,10528,2241,978,1346
1677542400000,71409,538639812767,9695,2058,914,1308
1677628800000,74125,543801161561,10526,2237,978,1339
1677715200000,74197,545199165111,10547,2237,971,1344
1677801600000,74147,541862907451,10550,2237,976,1348
1677888000000,73968,541810764651,10481,2235,1025,1345
1677974400000,74253,541982191880,10584,2242,970,1348
1678060800000,74454,543305181194,10619,2233,979,1356
1678147200000,72131,539755649112,9903,2173,933,1339
1678233600000,73888,543658781375,10506,2228,971,1361
1678320000000,73998,544873228934,10540,2235,972,1366
1678406400000,73632,542432082018,10530,2235,977,1369
1678492800000,73206,538352052660,10466,2228,980,1373
1678579200000,73756,541725786806,10611,2234,980,1381
1678665600000,73770,541247571444,10596,2233,976,1383
1678752000000,72264,539909430005,10136,2206,943,1364
1678838400000,73444,543664092303,10486,2235,992,1374
1678924800000,73522,543586290887,10525,2238,987,1379
1679011200000,73717,544267265188,10569,2238,996,1383
1679097600000,73920,546162288721,10593,2242,995,1383
1679184000000,73949,545510208550,10599,2247,1003,1384
1679270400000,63783,524229732010,7351,1629,737,1215
1679356800000,73714,546566516963,10590,2251,991,1379
1679443200000,73782,547645589648,10610,2250,999,1381
1679529600000,73849,548757708865,10622,2254,995,1382
1679616000000,73612,548403295416,10546,2250,995,1380
1679702400000,73525,547281741053,10567,2249,1007,1378
1679788800000,73603,549257245717,10596,2248,1007,1381
1679875200000,70403,538558263211,9815,1848,1185,1327
1679961600000,73300,543856400406,10580,2251,993,1388
1680048000000,73412,545651020258,10590,2253,1002,1392
1680134400000,73423,544095688975,10607,2253,1002,1391
1680220800000,73311,544105911220,10588,2250,1002,1389
1680307200000,73241,543821294970,10602,2248,1010,1389
1680393600000,73057,544176281340,10610,2249,1013,1385
1680480000000,65006,527858964668,8221,1748,769,1265
1680566400000,72981,545064630540,10602,2245,998,1394
1680652800000,73024,545655070055,10625,2250,998,1394
1680739200000,72961,545349024095,10621,2247,1003,1396
1680825600000,73010,545887484211,10630,2250,997,1392
1680912000000,73099,546382720789,10648,2250,1006,1392
1680998400000,73178,547597985586,10668,2250,1002,1390
1681084800000,65738,528538204777,8341,1968,768,1263
1681171200000,72875,547147186754,10642,2249,1006,1392
1681257600000,72932,545752243892,10660,2249,1006,1393
1681344000000,73082,546989923472,10681,2250,1007,1395
1681430400000,73014,547142830560,10669,2240,1004,1389
1681516800000,73084,547810033566,10688,2237,1011,1389
1681603200000,73097,548007285494,10712,2243,1002,1389
1681689600000,62342,526819058624,7326,1473,691,1206
1681776000000,72948,549929439612,10669,2244,1008,1377
1681862400000,72949,547492239553,10699,2241,1009,1378
1681948800000,72960,544833873265,10729,2242,1007,1380
1682035200000,72799,543679742265,10720,2232,1004,1374
1682121600000,72837,543068153269,10739,2231,1015,1371
1682208000000,72916,544218051795,10752,2233,1013,1377
1682294400000,60991,518860062147,7281,1153,530,1205
1682380800000,72610,542502056790,10724,2149,1002,1377
1682467200000,72637,542349988646,10730,2152,1014,1378
1682553600000,72664,542718604328,10745,2153,1013,1381
1682640000000,72593,543995309258,10742,2147,1001,1381
1682726400000,72540,545607216068,10762,2146,1009,1381
1682812800000,72524,545792517819,10774,2147,1008,1383
1682899200000,68056,536792156644,9481,2031,882,1315
1682985600000,72649,546639889390,10835,2153,1017,1391
1683072000000,72748,546191628970,10880,2154,1014,1395
1683158400000,72819,545880144087,10896,2156,1017,1399
1683244800000,72424,545312385926,10859,2123,987,1396
1683331200000,72381,544889697937,10870,2123,987,1395
1683417600000,72454,545124633054,10890,2127,982,1402
1683504000000,67207,531494814800,9150,1995,876,1327
1683590400000,72490,544424873251,10899,2154,1002,1398
1683676800000,72477,541599135032,10914,2159,1006,1400
1683763200000,72514,541203449697,10943,2161,1005,1408
1683849600000,72474,542812692293,10940,2159,998,1409
1683936000000,72623,544004963851,10994,2160,1005,1414
1684022400000,72146,539720162951,11000,2163,1001,1417
1684108800000,67347,531636140825,9647,1914,909,1363
1684195200000,71569,537899006034,11010,2160,1000,1422
1684281600000,71600,538207959846,11031,2157,1000,1428
1684368000000,71351,537034727516,11042,2159,1005,1428
1684454400000,70886,536902518406,10935,2151,990,1431
1684540800000,70988,537256824827,10979,2155,998,1431
1684627200000,70930,536711853021,11000,2156,1003,1431
1684713600000,57905,514314015046,7003,1268,524,1194
1684800000000,70766,540592738190,11000,2147,992,1430
1684886400000,70859,540807795837,11011,2147,998,1439
1684972800000,71207,541763871946,11049,2151,1126,1442
1685059200000,70869,540962476036,11023,2151,1090,1443
1685145600000,70886,541336408574,11088,2152,1038,1444
1685232000000,71009,541610785753,11153,2165,999,1452
1685318400000,68449,535211604460,10541,2084,927,1415
1685404800000,70826,542656005811,11156,2144,986,1450
1685491200000,70967,542621110963,11173,2163,1005,1448
1685577600000,70884,538195699002,11192,2164,1003,1450
1685664000000,70477,539199144447,11121,2166,1001,1440
1685750400000,70474,539261804528,11136,2170,1001,1441
1685836800000,70487,540108586695,11146,2170,1004,1438
1685923200000,56691,512424722509,7119,1138,426,1212
1686009600000,70382,541591947753,11112,2157,984,1438
1686096000000,70510,542565948546,11134,2158,988,1438
1686182400000,70620,542387329315,11157,2160,989,1437
1686268800000,69994,542998752058,10991,2142,963,1434
1686355200000,69979,541874549143,11005,2140,965,1431
1686441600000,69880,541976466941,11009,2140,967,1427
1686528000000,60474,523052747069,7987,1859,720,1272
1686614400000,69218,541866856857,10967,2124,960,1427
1686700800000,69216,543373633653,10973,2125,962,1430
1686787200000,69360,544286742444,10977,2125,970,1435
1686873600000,68980,544018316571,10877,2135,978,1430
1686960000000,69147,543406333006,10914,2137,979,1434
1687046400000,69312,545167330173,10921,2140,988,1439
1687132800000,65426,537520072939,9802,2043,911,1380
1687219200000,69702,547889081406,11031,2140,1000,1442
1687305600000,69668,548412822120,11030,2140,998,1443
1687392000000,69764,548544278717,11055,2140,994,1444
1687478400000,69203,548477522055,10944,2120,984,1440
1687564800000,69316,549189055069,10944,2121,984,1445
1687651200000,69387,548913049285,10965,2119,986,1442
1687737600000,62653,535177691228,8810,1970,800,1318
1687824000000,69393,548627653396,10965,2127,1008,1445
1687910400000,69457,550005774642,10991,2130,997,1443
1687996800000,69390,548654056630,10978,2133,1003,1443
1688083200000,69060,548852720210,10897,2122,984,1440
1688169600000,69127,547673929440,10916,2121,992,1443
1688256000000,69177,548572540819,10946,2121,981,1444
1688342400000,64275,537396499305,9569,1954,828,1366
1688428800000,68792,546999374919,10918,2111,978,1441
1688515200000,68870,547010578934,10958,2112,995,1439
1688601600000,69019,547791840762,10981,2113,989,1444
1688688000000,68847,548834285410,10946,2116,990,1444
1688774400000,68933,549811577567,10965,2117,997,1445
1688860800000,69090,550662255794,10987,2119,1001,1445
1688947200000,64838,488083943643,9779,2048,914,1377
1689033600000,68422,493663375073,10945,2118,992,1450
1689120000000,68477,492923563629,10961,2116,995,1455
1689206400000,68360,492711066867,10957,2114,999,1450
1689292800000,68550,493374648493,11011,2104,998,1453
1689379200000,68709,492635021930,11059,2117,1005,1452
1689465600000,68730,493023315515,11066,2119,1007,1451
1689897600000,0,0,0,0,0,0
1690070400000,68057,500482898195,10962,2121,1007,1459
1690156800000,67427,499831412484,10787,2116,998,1452
1690243200000,67686,473355905114,10906,2120,1010,1461
1690329600000,67803,473209832855,10888,2118,1015,1464
1690416000000,67936,475885636574,10903,2126,1012,1466
1690502400000,67868,475698904195,10916,2125,1014,1471
1690588800000,67905,476335058325,10929,2125,1010,1474
1690675200000,67974,477628427231,10954,2126,1020,1469
1690761600000,67747,478138399191,10885,2121,1005,1466
1690848000000,68054,479325725880,10940,2128,1037,1476
1690934400000,68208,476213186293,10949,2129,1052,1477
1691020800000,68155,475577608760,10984,2134,1016,1478
1691107200000,68100,476496771734,10955,2133,1021,1476
1691193600000,68183,477658159095,10969,2132,1039,1484
1691280000000,68259,477251132678,10982,2132,1045,1482
1691366400000,68071,476283778660,10948,2136,1007,1480
1691452800000,68201,475331274288,10988,2145,1020,1486
1691539200000,68268,477980751628,11006,2145,1020,1486
1691625600000,68271,477703260769,11015,2141,1022,1485
1691712000000,68283,477362145105,11014,2134,1020,1478
1691798400000,68319,477139149058,11024,2137,1013,1482
1691884800000,68363,477670898527,11030,2135,1017,1479
1691971200000,68147,476569637336,10968,2139,1017,1477
1692057600000,68200,478000908054,10979,2139,1020,1482
1692144000000,68107,472421918330,10988,2138,1014,1483
1692230400000,68079,472851896823,11001,2141,1011,1481
1692316800000,67706,470171925209,10909,2134,1004,1484
1692403200000,67645,469790315785,10895,2133,1012,1483
1692489600000,67644,468505850141,10922,2136,1016,1481
1692576000000,67662,470760405355,10923,2135,1017,1483
